diary_date,activity_text,source_file,worksheet
2025-05-29,Ongoing Placement of Liners and Pipework in Trench,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,019
2025-05-29,Ongoing Placement of Liners and Pipework in Trench,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,019
2025-05-29,Ongoing mixing of basecourse with clean won material,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,019
2025-05-29,Ongoing mixing of basecourse with clean won material,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,019
2025-05-29,Ongoing mixing of basecourse with clean won material,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,019
2025-05-29,TCD internal HSE audit Complete,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,019
2025-05-29,TCD internal HSE audit Complete,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,019
2025-05-29,TCD internal HSE audit Complete,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,019
2025-05-30,Grader Works Stopped to prevent worsening of site conditions,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,020
2025-05-30,Grader Works Stopped to prevent worsening of site conditions,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,020
2025-05-30,Grader Works Stopped to prevent worsening of site conditions,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,020
2025-05-30,Mudding of Pits,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,020
2025-05-30,Mudding of Pits,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,020
2025-05-30,Mudding of Pits,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,020
2025-05-31,Boxout of Road,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,021
2025-05-31,Boxout of Road,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,021
2025-05-31,Boxout of Road,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,021
2025-05-31,Grader Works Stopped to prevent worsening of site conditions,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,021
2025-05-31,Grader Works Stopped to prevent worsening of site conditions,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,021
2025-05-31,Grader Works Stopped to prevent worsening of site conditions,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,021
2025-05-31,Review Barracading for Long Weekend,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,021
2025-05-31,Review Barracading for Long Weekend,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,021
2025-05-31,Review Barracading for Long Weekend,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,021
2025-06-03,Commence Backfill of drainage lines,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,022
2025-06-03,Commence Backfill of drainage lines,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,022
2025-06-03,Commence Backfill of drainage lines,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,022
2025-06-03,Complete Boxout of basecourse in Lot 119,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,022
2025-06-03,Complete Boxout of basecourse in Lot 119,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,022
2025-06-03,Complete Boxout of basecourse in Lot 119,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,022
2025-06-03,Grader Works Stopped to prevent worsening of site conditions,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,022
2025-06-03,Grader Works Stopped to prevent worsening of site conditions,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,022
2025-06-03,Grader Works Stopped to prevent worsening of site conditions,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,022
2025-06-03,Trial Pad Completed,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,022
2025-06-03,Trial Pad Completed,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,022
2025-06-03,Trial Pad Completed,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,022
2025-06-03,Unable to commence carpark wroks due to wet weather,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,022
2025-06-03,Unable to commence carpark wroks due to wet weather,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,022
2025-06-03,Unable to commence carpark wroks due to wet weather,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,022
2025-06-03,Unable to continue with grader works in northern lots due to wet weather,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,022
2025-06-03,Unable to continue with grader works in northern lots due to wet weather,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,022
2025-06-03,Unable to continue with grader works in northern lots due to wet weather,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,022
2025-06-04,Grader Works Stopped to prevent worsening of site conditions,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,023
2025-06-04,Grader Works Stopped to prevent worsening of site conditions,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,023
2025-06-04,Grader Works Stopped to prevent worsening of site conditions,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,023
2025-06-04,Loader Blend of Basecourse with Fill Material Lot 119,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,023
2025-06-04,Loader Blend of Basecourse with Fill Material Lot 119,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,023
2025-06-04,Loader Blend of Basecourse with Fill Material Lot 119,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,023
2025-06-04,Ongoing Excavation to Northern Drainage Line,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,023
2025-06-04,Ongoing Excavation to Northern Drainage Line,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,023
2025-06-04,Ongoing Excavation to Northern Drainage Line,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,023
2025-06-04,Removal of Vegitation and Waste from Site,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,023
2025-06-04,Removal of Vegitation and Waste from Site,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,023
2025-06-04,Removal of Vegitation and Waste from Site,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,023
2025-06-04,Trial pad results back methodology to follow,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,023
2025-06-04,Trial pad results back methodology to follow,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,023
2025-06-04,Trial pad results back methodology to follow,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,023
2025-06-04,Unable to commence carpark works due to wet weather,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,023
2025-06-04,Unable to commence carpark works due to wet weather,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,023
2025-06-04,Unable to commence carpark works due to wet weather,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,023
2025-06-05,Laying of Drainage Line Northerns Lots,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,024
2025-06-05,Laying of Drainage Line Northerns Lots,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,024
2025-06-05,Laying of Drainage Line Northerns Lots,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,024
2025-06-05,Minor Hydrocarbon. Cleaned up waste to be taken off site in Hydrocarbon IBC at the end of project,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,024
2025-06-05,Minor Hydrocarbon. Cleaned up waste to be taken off site in Hydrocarbon IBC at the end of project,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,024
2025-06-05,Minor Hydrocarbon. Cleaned up waste to be taken off site in Hydrocarbon IBC at the end of project,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,024
2025-06-05,Mix material to Eastern Boundary Northern Lots,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,024
2025-06-05,Mix material to Eastern Boundary Northern Lots,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,024
2025-06-05,Mix material to Eastern Boundary Northern Lots,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,024
2025-06-06,Conditioned basecouse for,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,025
2025-06-06,Conditioned basecouse for,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,025
2025-06-06,Conditioned basecouse for,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,025
2025-06-06,Drainage Installation Northern Line,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,025
2025-06-06,Drainage Installation Northern Line,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,025
2025-06-06,Drainage Installation Northern Line,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,025
2025-06-06,NDM Testing to Northern Lots and Lot 199,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,025
2025-06-06,NDM Testing to Northern Lots and Lot 199,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,025
2025-06-06,NDM Testing to Northern Lots and Lot 199,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,025
2025-06-06,Rolled Mixed Material and Level Lots 119,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,025
2025-06-06,Rolled Mixed Material and Level Lots 119,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,025
2025-06-06,Rolled Mixed Material and Level Lots 119,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,025
2025-06-09,Backfill Drainage line to Northern Lots,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,026
2025-06-09,Backfill Drainage line to Northern Lots,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,026
2025-06-09,Backfill Drainage line to Northern Lots,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,026
2025-06-09,Compaction Test Results to lot 119 and mixed material returned conforming,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,026
2025-06-09,Compaction Test Results to lot 119 and mixed material returned conforming,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,026
2025-06-09,Compaction Test Results to lot 119 and mixed material returned conforming,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,026
2025-06-09,Placement of fill to Northern Lots Approx 500t installed,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,026
2025-06-09,Placement of fill to Northern Lots Approx 500t installed,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,026
2025-06-09,Placement of fill to Northern Lots Approx 500t installed,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,026
2025-06-10,Ongoing Backfill of Trenches,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,027
2025-06-10,Ongoing Backfill of Trenches,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,027
2025-06-10,Ongoing Backfill of Trenches,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,027
2025-06-10,Placement of fill to Northern Lots,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,027
2025-06-10,Placement of fill to Northern Lots,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,027
2025-06-10,Placement of fill to Northern Lots,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,027
2025-06-11,Drainage Patching,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,028
2025-06-11,Drainage Patching,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,028
2025-06-11,Drainage Patching,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,028
2025-06-11,Placement of fill to Northern Lots,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,028
2025-06-11,Placement of fill to Northern Lots,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,028
2025-06-11,Placement of fill to Northern Lots,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,028
2025-06-12,Carpark Repairs,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,029
2025-06-12,Carpark Repairs,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,029
2025-06-12,Carpark Repairs,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,029
2025-06-12,Placement of fill to Northern Lots,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,029
2025-06-12,Placement of fill to Northern Lots,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,029
2025-06-12,Placement of fill to Northern Lots,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,029
2025-06-14,Carpark Repairs Patch Holes near Station Platform,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,031
2025-06-14,Carpark Repairs Patch Holes near Station Platform,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,031
2025-06-14,Carpark Repairs Patch Holes near Station Platform,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,031
2025-06-14,Placement of fill to Northern Lots,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,031
2025-06-14,Placement of fill to Northern Lots,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,031
2025-06-14,Placement of fill to Northern Lots,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,031
2025-06-16,Commence Excavation of Gravel to Northern Lots Strip,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,032
2025-06-16,Commence Excavation of Gravel to Northern Lots Strip,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,032
2025-06-16,Commence Excavation of Gravel to Northern Lots Strip,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,032
2025-06-16,Placement of fill to Northern Lots,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,032
2025-06-16,Placement of fill to Northern Lots,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,032
2025-06-16,Placement of fill to Northern Lots,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,032
2025-06-16,Removal of Dust Fence,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,032
2025-06-16,Removal of Dust Fence,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,032
2025-06-16,Removal of Dust Fence,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,032
2025-06-17,Breaking up of gravel along Fenceline,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,033
2025-06-17,Breaking up of gravel along Fenceline,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,033
2025-06-17,Breaking up of gravel along Fenceline,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,033
2025-06-17,Placement of fill to Northern Lots,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,033
2025-06-17,Placement of fill to Northern Lots,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,033
2025-06-17,Placement of fill to Northern Lots,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,033
2025-06-18,Foundation Prep Along Fence,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,034
2025-06-18,Foundation Prep Along Fence,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,034
2025-06-18,Foundation Prep Along Fence,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,034
2025-06-18,Locate Joints of SPM,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,034
2025-06-18,Locate Joints of SPM,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,034
2025-06-18,Locate Joints of SPM,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,034
2025-06-18,Placement of fill to Northern Lots,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,034
2025-06-18,Placement of fill to Northern Lots,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,034
2025-06-18,Placement of fill to Northern Lots,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,034
2025-06-18,Sump Works,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,034
2025-06-18,Sump Works,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,034
2025-06-18,Sump Works,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,034
2025-06-19,Location of Addional Services,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,035
2025-06-19,Location of Addional Services,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,035
2025-06-19,Location of Addional Services,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,035
2025-06-19,Patching Drainage lines,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,035
2025-06-19,Patching Drainage lines,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,035
2025-06-19,Patching Drainage lines,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,035
2025-06-19,Placement of fill to Northern Lots,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,035
2025-06-19,Placement of fill to Northern Lots,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,035
2025-06-19,Placement of fill to Northern Lots,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,035
2025-06-19,Power Startup Meeting,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,035
2025-06-19,Power Startup Meeting,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,035
2025-06-19,Power Startup Meeting,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,035
2025-06-20,Placement of fill to Northern Lots,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,036
2025-06-20,Placement of fill to Northern Lots,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,036
2025-06-20,Placement of fill to Northern Lots,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,036
2025-06-20,Rocking Drainge Sump,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,036
2025-06-20,Rocking Drainge Sump,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,036
2025-06-20,Rocking Drainge Sump,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,036
2025-06-20,Watercorp Pipelaying Course,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,036
2025-06-20,Watercorp Pipelaying Course,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,036
2025-06-20,Watercorp Pipelaying Course,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,036
2025-06-23,Import Fill to Lot 199 and Verges,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,037
2025-06-23,Import Fill to Lot 199 and Verges,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,037
2025-06-23,Import Fill to Lot 199 and Verges,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,037
2025-06-23,Mitigating Water to allow trucks to safely passage through site,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,037
2025-06-23,Mitigating Water to allow trucks to safely passage through site,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,037
2025-06-23,Mitigating Water to allow trucks to safely passage through site,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,037
2025-06-24,Import Fill to Lot 199 and Verges,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,038
2025-06-24,Import Fill to Lot 199 and Verges,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,038
2025-06-24,Import Fill to Lot 199 and Verges,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,038
2025-06-25,Fencing to Baily Street End,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,039
2025-06-25,Fencing to Baily Street End,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,039
2025-06-25,Fencing to Baily Street End,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,039
2025-06-25,Import Fill to Lot 199 and Verges,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,039
2025-06-25,Import Fill to Lot 199 and Verges,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,039
2025-06-25,Import Fill to Lot 199 and Verges,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,039
2025-06-25,Inspect pressure main to confirm diameter of pipe,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,039
2025-06-25,Inspect pressure main to confirm diameter of pipe,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,039
2025-06-25,Inspect pressure main to confirm diameter of pipe,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,039
2025-06-25,Sweeping of intersection,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,039
2025-06-25,Sweeping of intersection,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,039
2025-06-25,Sweeping of intersection,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,039
2025-06-26,Commenced placement of fill to laneway,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,040
2025-06-26,Commenced placement of fill to laneway,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,040
2025-06-26,Commenced placement of fill to laneway,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,040
2025-06-26,Filled in old soakwell to road enterance,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,040
2025-06-26,Filled in old soakwell to road enterance,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,040
2025-06-26,Filled in old soakwell to road enterance,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,040
2025-06-26,Ongoing Import Fill to 119 and verges,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,040
2025-06-26,Ongoing Import Fill to 119 and verges,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,040
2025-06-26,Ongoing Import Fill to 119 and verges,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,040
2025-06-26,Sweeping of intersection,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,040
2025-06-26,Sweeping of intersection,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,040
2025-06-26,Sweeping of intersection,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,040
2025-06-27,All service now found,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,041
2025-06-27,All service now found,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,041
2025-06-27,All service now found,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,041
2025-06-27,Commence excavation power trenching,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,041
2025-06-27,Commence excavation power trenching,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,041
2025-06-27,Commence excavation power trenching,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,041
2025-06-27,Delivery of Power and Water Materials,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,041
2025-06-27,Delivery of Power and Water Materials,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,041
2025-06-27,Delivery of Power and Water Materials,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,041
2025-06-27,Demolish paving to Bailey Street Access,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,041
2025-06-27,Demolish paving to Bailey Street Access,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,041
2025-06-27,Demolish paving to Bailey Street Access,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,041
2025-06-27,Ongoing Fill to Laneway,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,041
2025-06-27,Ongoing Fill to Laneway,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,041
2025-06-27,Ongoing Fill to Laneway,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,041
2025-06-27,Ongoing Import Fill to 119 and verges,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,041
2025-06-27,Ongoing Import Fill to 119 and verges,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,041
2025-06-27,Ongoing Import Fill to 119 and verges,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,041
2025-06-27,Remove fecning to foreshore drive,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,041
2025-06-27,Remove fecning to foreshore drive,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,041
2025-06-27,Remove fecning to foreshore drive,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,041
2025-06-27,Sweeping of intersection,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,041
2025-06-27,Sweeping of intersection,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,041
2025-06-27,Sweeping of intersection,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,041
2025-06-30,NDM of Laneway and Lot 119,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,042
2025-06-30,NDM of Laneway and Lot 119,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,042
2025-06-30,NDM of Laneway and Lot 119,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,042
2025-06-30,Ongoing Import Fill to verges,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,042
2025-06-30,Ongoing Import Fill to verges,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,042
2025-06-30,Ongoing Import Fill to verges,001-Client reports/03. July 2025/archive_1816 - May-July Daily Reporting.xlsx,042
2025-06-30,Ongoing Underground Excavation and Pipe Backfill,001-Client reports/01. May 2025/archive_1816 - May-July Daily Reporting.xlsx,042
2025-06-30,Ongoing Underground Excavation and Pipe Backfill,001-Client reports/02. June 2025/archive_1816 - May-July Daily Reporting.xlsx,042
